t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000002,0.990999,0,0.001002,0,0.000032,0,0.000457,1.346064,0,1,0.100000,0.493788,0,0,0,1,1,1,stable,0.493788,-0.000000,0.165478,0.165478,0.100000,0.000457,1.346064
0.100000,0.000683,0.992025,0,0.001482,0,0.000025,2.154582,0.000682,1.348022,0,1,0.100000,0.469060,2.154582,0,0,1,1,1,stable,0.469099,0.000039,0.117617,0.117617,0.120927,0.000682,1.348022
0.200000,0.001622,0.992393,-0.000000,0.002120,0,0.000024,3.172612,0.000990,1.349188,0,1,0.100000,0.445402,3.172612,21.545819,0,1,1,1,stable,0.445647,0.000245,0.296176,0.296176,0.141753,0.000990,1.349188
0.300000,0.002427,0.991886,-0.000002,0.002983,0,0.000023,0.613696,0.001417,1.349444,0,1,0.100000,0.422956,0.613696,10.180303,0,1,1,1,stable,0.423384,0.000428,0.321871,0.321871,0.162379,0.001417,1.349444
0.400000,0.002592,0.990695,-0.000013,0.004059,0,0.000023,2.517319,0.001970,1.348763,0.000060,0.993307,0.100000,0.401336,2.517319,-25.589167,0,1,1,1,stable,0.402250,0.000914,0.582806,0.582806,0.182707,0.001970,1.348763
0.500000,0.002237,0.989342,-0.000025,0.005547,0,0.000052,1.136289,0.002750,1.347216,0.000406,0.993307,0.100000,0.381458,1.136289,19.036231,0,1,1,1,stable,0.382211,0.000753,0.507644,0.507644,0.202643,0.002750,1.347216
0.600000,0.001587,0.988433,-0.000063,0.006918,0,0.000050,1.619005,0.003542,1.344959,0.000542,0.993307,0.100000,0.362478,1.619005,-13.810298,0,1,1,1,stable,0.363162,0.000684,0.670521,0.670521,0.222096,0.003542,1.344959
0.700000,0.000787,0.988383,-0.000058,0.008441,0,0.000046,1.505771,0.004500,1.342217,0.000527,0.993307,0.100000,0.344805,1.505771,4.827161,0,1,1,1,stable,0.345059,0.000254,0.841613,0.841613,0.240981,0.004500,1.342217
0.800000,-0.001261,0.989247,-0.000038,0.009646,0,0.000046,0.769305,0.005463,1.339265,0.000487,0.993307,0.100000,0.328799,0.769305,-1.132336,0,1,1,1,stable,0.327827,-0.000972,0.890982,0.890982,0.259218,0.005463,1.339265
0.900000,-0.005408,0.990726,0.000047,0.010602,3,0.000046,1.033699,0.006419,1.336391,0.000755,0.993307,0.100000,0.314910,1.033699,-7.364668,0,1,1,1,stable,0.311357,-0.003554,1,1,0.276734,0.006419,1.336391
