t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,effort_status
0,0.009837,0.926469,0,0.134846,2,0.000029,0,0.129746,1.320000,0,0.100000,0.493788,0,0,0,1,stable
0.100000,0.396443,0.928852,0,0.118696,2,0.000038,1.795323,0.114424,1.320000,0,0.172781,0.000000,1.795323,0,0,1,stable
0.200000,0.329734,0.926365,0.000000,0.100774,2,0.000036,1.964867,0.097257,1.320000,0,0.170604,0.000000,1.964867,17.953226,0,1,stable
0.300000,0.071514,0.916137,0.000000,0.111405,1,0.000036,1.663984,0.107583,1.320000,0,0.100000,0.000000,1.663984,1.695448,0,1,stable
0.400000,-0.029924,0.899078,0.000000,0.127091,1,0.000036,1.773593,0.122762,1.320000,43.016551,0.100000,0.000000,1.773593,-3.008837,0,1,stable
0.500000,0.056839,0.880554,0.000000,0.142690,2,0.000036,1.719711,0.137836,1.320000,198.946688,0.100000,0.000000,1.719711,1.096089,0,1,stable
0.600000,0.009935,0.868472,-0.000000,0.157489,2,0.000036,1.659563,0.152117,1.320000,276.506261,0.100000,0.000000,1.659563,-0.538817,0,1,stable
0.700000,-0.024107,0.869010,0.000000,0.171101,2,0.000035,1.602351,0.165230,1.320000,183.366258,0.100000,0.000000,1.602351,-0.601477,0,1,stable
0.800000,0.206722,0.882722,0.000000,0.183297,2,0.000036,1.550397,0.176952,1.320000,171.785686,0.166743,0.000000,1.550397,-0.572127,0,1,stable
0.900000,0.357746,0.904370,-0.000000,0.193987,2,0.000036,1.504881,0.187196,1.320000,227.531000,0.171511,0.000000,1.504881,-0.519534,0,1,stable
1,0.208199,0.926469,0.000000,0.203195,2,0.000036,1.466092,0.195989,1.320000,175.476611,0.666836,0.000000,1.880095,-0.455161,0,6.177430,chronique
1.100000,0.001527,0.943205,0.000000,0.211016,2,0.000036,1.433711,0.203427,1.320000,175.466852,0.659716,0.000000,1.844594,-0.387893,0,5.543602,chronique
1.200000,-0.015831,0.952136,0.000000,0.217588,2,0.000036,1.407080,0.209651,1.320000,159.577347,0.591874,0.000000,1.844594,-0.323806,0,6.177430,chronique
1.300000,-0.052938,0.953688,0.000000,0.223064,2,0.000036,1.385398,0.214813,1.320000,172.952267,0.573895,0.000000,1.844594,-0.266313,0,6.974906,chronique
1.400000,-0.360660,0.949772,-0.000000,0.227596,2,0.000037,1.367857,0.219067,1.320000,151.869274,0.423219,0.000000,1.844594,-0.216814,0,7.222703,chronique
1.500000,-0.682111,0.942661,-0.000000,0.231327,2,0.000037,1.353708,0.222555,1.320000,146.605966,0.527558,0.000000,1.844594,-0.175412,0,6.974906,chronique
1.600000,-0.495967,0.934548,-0.000000,0.234384,2,0.000036,1.342295,0.225401,1.320000,135.458173,0.633095,0.000000,1.813373,-0.141494,0,10.628743,stable
1.700000,0.143599,0.927558,-0.000000,0.236875,2,0.000036,1.333066,0.227712,1.320000,224.375418,0.570943,0.000000,1.813373,-0.114125,0,9.538193,stable
1.800000,0.422742,0.923592,-0.000000,0.238891,2,0.000036,1.325562,0.229576,1.320000,311.984501,0.626619,0.000000,1.813373,-0.092292,0,6.341905,stable
1.900000,-0.087682,0.923588,0.000000,0.240507,2,0.000037,1.319411,0.231067,1.320000,257.885751,0.643833,0.000000,1.813373,-0.075036,0,4.750120,stable
2,-0.765768,0.926469,0.000000,0.241784,2,0.000038,1.314308,0.232242,1.320000,422.994736,0.643028,0.000000,1.813373,-0.061517,0,5.898548,stable
2.100000,-0.711163,0.928852,-0.000000,0.242770,2,0.000036,1.310008,0.233148,1.320000,390.818595,0.723478,0.000000,1.783496,-0.051027,0,5.332691,stable
2.200000,-0.247681,0.926365,-0.000000,0.243502,2,0.000036,1.306311,0.233818,1.320000,477.921573,0.569902,0.000000,1.783496,-0.042996,0,4.371806,stable
2.300000,-0.157751,0.916137,-0.000000,0.244006,2,0.000037,1.303049,0.234280,1.320000,516.942071,0.598061,0.000000,1.783496,-0.036974,0,3.704331,stable
2.400000,-0.198774,0.899078,-0.000000,0.244301,2,0.000036,1.300081,0.234550,1.320000,464.650484,0.606791,0.000000,1.783496,-0.032619,0,4.202046,stable
2.500000,0.115571,0.880554,-0.000000,0.244399,2,0.000036,1.297282,0.234639,1.320000,445.520952,0.602839,0.000000,1.783496,-0.029681,0,3.852463,stable
2.600000,0.123928,0.868472,-0.000000,0.244301,2,0.000036,1.297282,0.234550,1.320000,444.063964,0.653179,0.000000,1.762840,-0.027994,0,4.295731,stable
2.700000,-0.283349,0.869010,0.000000,0.244006,2,0.000037,1.300088,0.234280,1.320000,415.778295,0.697697,0.000000,1.762840,0.000007,0,4.854268,stable
2.800000,-0.273068,0.882722,0.000000,0.243502,2,0.000036,1.303069,0.233818,1.320000,436.708740,0.682359,0.000000,1.762840,0.028054,0,4.295731,stable
2.900000,0.239533,0.904370,-0.000000,0.242770,2,0.000036,1.306353,0.233148,1.320000,419.695332,0.633127,0.000000,1.762840,0.029811,0,3.852463,stable
3,0.442059,0.926469,-0.000000,0.241784,2,0.000036,1.310084,0.232242,1.320000,469.871874,0.702633,0.000000,1.762840,0.032838,0,3.776945,stable
3.100000,0.188987,0.943205,0.000000,0.240507,2,0.000036,1.314436,0.231067,1.320000,425.298946,0.721405,0.000000,1.739913,0.037317,0,3.704331,stable
3.200000,0.101742,0.952136,0.000000,0.238891,2,0.000036,1.319618,0.229576,1.320000,450.072990,0.671511,0.000000,1.739913,0.043520,0,3.776945,stable
3.300000,0.519409,0.953688,0.000000,0.236875,2,0.000036,1.325889,0.227712,1.320000,420.315321,0.669165,0.000000,1.739913,0.051818,0,3.852463,stable
3.400000,0.839692,0.949772,0.000000,0.234384,2,0.000035,1.333572,0.225401,1.320000,455.107000,0.735335,0.000000,1.739913,0.062708,0,3.776945,stable
3.500000,0.448584,0.942661,0.000000,0.231327,2,0.000036,1.343072,0.222555,1.320000,422.046145,0.738526,0.000000,1.739913,0.076831,0,4.061932,stable
3.600000,-0.368260,0.934548,0.000000,0.227596,2,0.000036,1.354893,0.219067,1.320000,477.567761,0.661106,0.000000,1.716224,0.094999,0,4.047473,stable
3.700000,-0.714227,0.927558,0.000000,0.223064,2,0.000036,1.369659,0.214813,1.320000,502.679995,0.629488,0.000000,1.716224,0.118213,0,4.033116,stable
3.800000,-0.320854,0.923592,-0.000000,0.217588,2,0.000036,1.388128,0.209651,1.320000,486.667173,0.604194,0.000000,1.716224,0.147662,0,3.750863,stable
3.900000,0.090319,0.923588,-0.000000,0.211016,2,0.000036,1.411197,0.203427,1.320000,580.450714,0.646619,0.000000,1.716224,0.184690,0,3.505531,stable
4,-0.002547,0.926469,-0.000000,0.203195,2,0.000037,1.439882,0.195989,1.320000,542.262817,0.691060,0.000000,1.716224,0.230684,0,3.750863,stable
4.100000,-0.244905,0.928852,0.000000,0.193987,2,0.000036,1.475260,0.187196,1.320000,548.391486,0.703489,0.000000,1.692741,0.286850,0,4.033116,stable
4.200000,-0.212217,0.926365,-0.000000,0.183297,2,0.000036,1.518337,0.176952,1.320000,535.431455,0.697359,0.000000,1.692741,0.353781,0,3.750863,stable
4.300000,-0.258071,0.916137,-0.000000,0.171103,2,0.000036,1.569790,0.165232,1.320000,525.597134,0.706055,0.000000,1.694236,0.430766,0,3.956752,stable
4.400000,-0.476770,0.899078,-0.000000,0.157522,2,0.000035,1.628993,0.152149,1.320000,508.283275,0.688343,0.000000,1.699953,0.514532,0,3.717500,stable
4.500000,-0.339702,0.880554,-0.000000,0.143093,2,0.000036,1.686266,0.138225,1.320000,499.401760,0.640711,0.000000,1.708686,0.592035,0,3.505531,stable
4.600000,0.066282,0.868472,-0.000000,0.130120,2,0.000036,1.681274,0.125688,1.320000,497.810816,0.594241,0.000000,1.706444,0.572727,0,3.466662,stable
4.700000,0.116698,0.869010,-0.000000,0.125025,1,0.000036,1.453214,0.120735,1.320000,500.109943,0.639701,0.000000,1.717592,-0.049921,0,3.505531,chronique
4.800000,-0.154625,0.882722,0.000000,0.133818,2,0.000036,1.542807,0.129148,1.320000,487.172517,0.656767,0.000000,1.717592,-2.280603,0,3.717500,chronique
4.900000,-0.196169,0.904370,0.000000,0.145347,2,0.000036,1.587812,0.140115,1.320000,491.953351,0.639036,0.000000,1.717592,0.895935,0,3.956752,chronique
5,0.108802,0.926469,-0.000000,0.134846,1,0.000037,1.588070,0.129746,1.320000,476.760370,0.618472,0.000000,1.717592,0.450046,0,3.994569,chronique
5.100000,0.154261,0.943205,-0.000000,0.100186,2,0.000036,2.545580,0.096124,1.320000,484.661481,0.617225,0.000000,1.705818,0.002580,0,4.033116,transitoire
5.200000,-0.020433,0.952136,0.000000,0.064594,2,0.000036,3.236930,0.061735,1.320000,467.263316,0.638758,0.000000,1.792864,9.575102,0,4.047473,transitoire
5.300000,-0.075472,0.953688,0.000000,0.042400,2,0.000036,3.098109,0.040324,1.320000,463.882313,0.647729,0.000000,1.941462,6.913500,0,4.061932,transitoire
5.400000,-0.009381,0.949772,-0.000000,0.030931,2,0.000036,2.548221,0.029244,1.320000,452.857367,0.638581,0.000000,2.075018,-1.388210,0,4.141556,transitoire
5.500000,0.057340,0.942661,-0.000000,0.024261,2,0.000036,2.208565,0.022784,1.320000,446.737499,0.638390,0.000000,2.155805,-5.498883,0,4.224364,transitoire
