t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,effort_status
0,0.009837,0.926469,0,0.134846,2,0.000044,0,0.129746,1.320000,0,0.100000,0.493788,0,0,0,1,stable
0.100000,0.395265,0.928852,0,0.118340,2,0.000049,1.733219,0.114080,1.320000,0,0.172742,0.000000,1.733219,0,0,1,stable
0.200000,0.328568,0.926365,0.000000,0.100415,2,0.000046,1.892552,0.096911,1.320000,0,0.170566,0.000000,1.892552,17.332187,0,1,stable
0.300000,0.071487,0.916137,0.000000,0.111363,1,0.000045,1.600187,0.107542,1.320000,0.000000,0.100000,0.000000,1.600187,1.593337,0,1,stable
0.400000,-0.029924,0.899078,0.000000,0.127090,1,0.000045,1.700024,0.122761,1.320000,42.887221,0.100000,0.000000,1.700024,-2.923658,0,1,stable
0.500000,0.056839,0.880554,0.000000,0.142690,2,0.000046,1.644915,0.137836,1.320000,197.393442,0.100000,0.000000,1.644915,0.998369,0,1,stable
0.600000,0.009935,0.868472,-0.000000,0.157489,2,0.000045,1.584736,0.152117,1.320000,275.018202,0.100000,0.000000,1.584736,-0.551089,0,1,stable
0.700000,-0.024107,0.869010,0.000000,0.171101,2,0.000045,1.527523,0.165230,1.320000,182.216141,0.100000,0.000000,1.527523,-0.601788,0,1,stable
0.800000,0.206722,0.882722,0.000000,0.183297,2,0.000045,1.475570,0.176952,1.320000,170.718286,0.166743,0.000000,1.475570,-0.572130,0,1,stable
0.900000,0.357746,0.904370,0.000000,0.193987,2,0.000045,1.430053,0.187196,1.320000,226.438615,0.171511,0.000000,1.430053,-0.519535,0,1,stable
1,0.208199,0.926469,0.000000,0.203195,2,0.000045,1.391264,0.195989,1.320000,174.535818,0.666722,0.000000,1.812886,-0.455161,0,6.160336,stable
1.100000,0.001527,0.943205,0.000000,0.211016,2,0.000047,1.358883,0.203427,1.320000,174.689377,0.659569,0.000000,1.775265,-0.387893,0,5.529163,chronique
1.200000,-0.015831,0.952136,0.000000,0.217588,2,0.000047,1.332252,0.209651,1.320000,158.850409,0.591645,0.000000,1.775265,-0.323806,0,6.160336,chronique
1.300000,-0.052938,0.953688,0.000000,0.223064,2,0.000045,1.310571,0.214813,1.320000,172.226949,0.573604,0.000000,1.775265,-0.266313,0,6.954180,chronique
1.400000,-0.360660,0.949772,0.000000,0.227596,2,0.000046,1.293030,0.219067,1.320000,151.201174,0.422823,0.000000,1.775265,-0.216814,0,7.201240,stable
1.500000,-0.682111,0.942661,-0.000000,0.231327,2,0.000046,1.278880,0.222555,1.320000,146.021055,0.527913,0.000000,1.775265,-0.175412,0,6.954180,stable
1.600000,-0.495967,0.934548,-0.000000,0.234384,2,0.000046,1.267468,0.225401,1.320000,134.897278,0.633402,0.000000,1.742677,-0.141494,0,10.630922,stable
1.700000,0.143599,0.927558,-0.000000,0.236875,2,0.000046,1.258238,0.227712,1.320000,223.777113,0.570910,0.000000,1.742677,-0.114125,0,9.541703,stable
1.800000,0.422742,0.923592,-0.000000,0.238891,2,0.000045,1.250735,0.229576,1.320000,311.378372,0.626661,0.000000,1.742677,-0.092292,0,6.342680,stable
1.900000,-0.087682,0.923588,0.000000,0.240507,2,0.000046,1.244583,0.231067,1.320000,257.358773,0.643983,0.000000,1.742677,-0.075036,0,4.750120,stable
