t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,effort_status
0,0.009634,0.926469,0,0.134846,2,0.000027,0,0.129746,1.320000,0,0.100000,0.493788,0,0,0,1,stable
0.100000,0.387699,0.928852,0,0.118696,2,0.000033,1.795323,0.114424,1.320000,0,0.172492,0.000000,1.795323,0,0,1,stable
0.200000,0.322630,0.926365,0.000000,0.100774,2,0.000033,1.964867,0.097257,1.320000,0,0.170375,0.000000,1.964867,17.953226,0,1,stable
0.300000,0.069540,0.916137,0.000000,0.111405,1,0.000033,1.663984,0.107583,1.320000,0.000000,0.100000,0.000000,1.663984,1.695448,0,1,stable
0.400000,-0.029840,0.899078,0.000000,0.127091,1,0.000033,1.773593,0.122762,1.320000,40.983469,0.100000,0.000000,1.773593,-3.008837,0,1,stable
0.500000,0.054111,0.880554,0.000000,0.142690,2,0.000033,1.719711,0.137836,1.320000,190.484703,0.100000,0.000000,1.719711,1.096089,0,1,stable
0.600000,0.008512,0.868472,-0.000000,0.157489,2,0.000033,1.659563,0.152117,1.320000,264.112686,0.100000,0.000000,1.659563,-0.538817,0,1,stable
0.700000,-0.026094,0.869010,0.000000,0.171101,2,0.000033,1.602351,0.165230,1.320000,175.470680,0.100000,0.000000,1.602351,-0.601477,0,1,stable
0.800000,0.201332,0.882722,0.000000,0.183297,2,0.000033,1.550397,0.176952,1.320000,164.123412,0.166579,0.000000,1.550397,-0.572127,0,1,stable
0.900000,0.347569,0.904370,-0.000000,0.193987,2,0.000033,1.504881,0.187196,1.320000,218.580201,0.171180,0.000000,1.504881,-0.519534,0,1,stable
1,0.201495,0.926469,0.000000,0.203195,2,0.000033,1.466092,0.195989,1.320000,167.901790,0.664673,0.000000,1.880095,-0.455161,0,6.270890,chronique
1.100000,-0.001010,0.943205,0.000000,0.211016,2,0.000035,1.433711,0.203427,1.320000,167.838088,0.658737,0.000000,1.844594,-0.387893,0,5.575221,chronique
1.200000,-0.016767,0.952136,0.000000,0.217588,2,0.000035,1.407080,0.209651,1.320000,152.757433,0.590889,0.000000,1.844594,-0.323806,0,6.270890,chronique
1.300000,-0.053915,0.953688,0.000000,0.223064,2,0.000036,1.385398,0.214813,1.320000,165.830242,0.573227,0.000000,1.844594,-0.266313,0,7.164919,chronique
1.400000,-0.356388,0.949772,-0.000000,0.227596,2,0.000036,1.367857,0.219067,1.320000,145.296242,0.422433,0.000000,1.844594,-0.216814,0,7.177878,chronique
1.500000,-0.671183,0.942661,-0.000000,0.231327,2,0.000035,1.353708,0.222555,1.320000,140.466596,0.528619,0.000000,1.844594,-0.175412,0,7.164919,chronique
1.600000,-0.489931,0.934548,-0.000000,0.234384,2,0.000035,1.342295,0.225401,1.320000,129.760093,0.633606,0.000000,1.813373,-0.141494,0,10.856149,stable
1.700000,0.136952,0.927558,-0.000000,0.236875,2,0.000033,1.333066,0.227712,1.320000,214.813293,0.570867,0.000000,1.813373,-0.114125,0,9.651809,stable
